Type,Datetime,Account,Amount,Value,Rate,Fee,Sub Type
Market,"Jun. 03, 2021, 07:09 PM",Main Account,0.03000000 BTC,952.98 EUR,31765.95 EUR,2.28715 EUR,Buy
Market,"Jun. 04, 2021, 01:15 AM",Main Account,0.03000000 BTC,941.13 EUR,31371.00 EUR,2.25871 EUR,Buy
Market,"Jun. 04, 2021, 05:14 AM",Main Account,0.00093750 BTC,28.67 EUR,30582.00 EUR,0.06881 EUR,Buy
Market,"Jun. 04, 2021, 05:14 AM",Main Account,0.02906250 BTC,888.79 EUR,30582.00 EUR,2.13309 EUR,Buy
Market,"Jun. 04, 2021, 12:05 PM",Main Account,0.03000000 BTC,894.09 EUR,29803.00 EUR,2.14582 EUR,Buy
Market,"Jun. 05, 2021, 09:29 PM",Main Account,0.03000000 BTC,871.62 EUR,29054.00 EUR,2.09189 EUR,Buy
Market,"Jun. 07, 2021, 08:50 PM",Main Account,0.03000000 BTC,849.42 EUR,28314.00 EUR,2.03861 EUR,Buy
Market,"Jun. 07, 2021, 11:40 PM",Main Account,0.03000000 BTC,828.06 EUR,27602.00 EUR,1.98734 EUR,Buy
Market,"Jun. 08, 2021, 02:48 AM",Main Account,0.03000000 BTC,806.97 EUR,26899.00 EUR,1.93673 EUR,Buy
Market,"Jun. 09, 2021, 07:05 AM",Main Account,0.03000000 BTC,849.42 EUR,28314.00 EUR,2.03861 EUR,Sell
Market,"Jun. 09, 2021, 12:12 PM",Main Account,0.03000000 BTC,871.62 EUR,29054.00 EUR,2.09189 EUR,Sell
Market,"Jun. 09, 2021, 03:16 PM",Main Account,0.03000000 BTC,894.09 EUR,29803.00 EUR,2.14582 EUR,Sell
Market,"Jun. 09, 2021, 10:26 PM",Main Account,0.03000000 BTC,917.46 EUR,30582.00 EUR,2.20190 EUR,Sell
Market,"Jun. 10, 2021, 10:03 AM",Main Account,0.01900000 BTC,596.05 EUR,31371.00 EUR,1.43052 EUR,Sell
Market,"Jun. 10, 2021, 10:03 AM",Main Account,0.01100000 BTC,345.08 EUR,31371.00 EUR,0.82819 EUR,Sell
Market,"Jun. 10, 2021, 05:30 PM",Main Account,0.03000000 BTC,894.09 EUR,29803.00 EUR,2.14582 EUR,Buy
Market,"Jun. 12, 2021, 05:49 AM",Main Account,0.03000000 BTC,871.62 EUR,29054.00 EUR,2.09189 EUR,Buy
Market,"Jun. 13, 2021, 04:28 PM",Main Account,0.03000000 BTC,917.46 EUR,30582.00 EUR,2.20190 EUR,Sell
Market,"Jun. 13, 2021, 08:04 PM",Main Account,0.03000000 BTC,941.13 EUR,31371.00 EUR,2.25871 EUR,Sell
Market,"Jun. 13, 2021, 08:09 PM",Main Account,0.03000000 BTC,965.73 EUR,32191.00 EUR,2.31775 EUR,Sell
Market,"Jun. 14, 2021, 06:26 AM",Main Account,0.03000000 BTC,975.00 EUR,32500.00 EUR,2.34000 EUR,Buy
Market,"Jun. 14, 2021, 01:04 PM",Main Account,0.03000000 BTC,990.63 EUR,33021.00 EUR,2.37751 EUR,Sell
Market,"Jun. 14, 2021, 02:01 PM",Main Account,0.03000000 BTC,1002.00 EUR,33400.00 EUR,2.40480 EUR,Buy
Market,"Jun. 14, 2021, 04:39 PM",Main Account,0.00343571 BTC,113.45 EUR,33021.00 EUR,0.27228 EUR,Buy
Market,"Jun. 14, 2021, 04:39 PM",Main Account,0.02656429 BTC,877.18 EUR,33021.00 EUR,2.10523 EUR,Buy
Market,"Jun. 15, 2021, 06:01 PM",Main Account,0.03000000 BTC,1016.52 EUR,33884.00 EUR,2.43965 EUR,Sell
Market,"Jun. 16, 2021, 11:41 AM",Main Account,0.00950000 BTC,305.81 EUR,32191.00 EUR,0.73395 EUR,Buy
Market,"Jun. 16, 2021, 11:41 AM",Main Account,0.02050000 BTC,659.92 EUR,32191.00 EUR,1.58380 EUR,Buy
Market,"Jun. 18, 2021, 02:08 AM",Main Account,0.03000000 BTC,941.13 EUR,31371.00 EUR,2.25871 EUR,Buy
Market,"Jun. 18, 2021, 04:07 PM",Main Account,0.00540658 BTC,165.34 EUR,30582.00 EUR,0.39683 EUR,Buy
Market,"Jun. 18, 2021, 04:07 PM",Main Account,0.01584888 BTC,484.69 EUR,30582.00 EUR,1.16326 EUR,Buy
Market,"Jun. 18, 2021, 04:07 PM",Main Account,0.00874454 BTC,267.43 EUR,30582.00 EUR,0.64182 EUR,Buy
Market,"Jun. 18, 2021, 06:40 PM",Main Account,0.01458357 BTC,434.63 EUR,29803.00 EUR,1.04312 EUR,Buy
Market,"Jun. 18, 2021, 06:40 PM",Main Account,0.01541643 BTC,459.46 EUR,29803.00 EUR,1.10269 EUR,Buy
Market,"Jun. 20, 2021, 10:05 AM",Main Account,0.03000000 BTC,871.62 EUR,29054.00 EUR,2.09189 EUR,Buy
Market,"Jun. 22, 2021, 10:59 AM",Main Account,0.24000000 BTC,6422.40 EUR,26760.00 EUR,15.41376 EUR,Sell
Market,"Jun. 29, 2021, 06:25 AM",Main Account,0.03000000 BTC,876.45 EUR,29215.00 EUR,2.10348 EUR,Buy
Market,"Jun. 29, 2021, 05:33 PM",Main Account,0.03000000 BTC,922.56 EUR,30752.00 EUR,2.21414 EUR,Sell
Market,"Jun. 29, 2021, 08:30 PM",Main Account,0.03000000 BTC,917.73 EUR,30591.08 EUR,2.20256 EUR,Buy
Market,"Jul. 10, 2021, 05:55 AM",Main Account,0.03000000 BTC,851.10 EUR,28370.00 EUR,2.04264 EUR,Buy
Market,"Jul. 22, 2021, 05:17 AM",Main Account,0.03000000 BTC,812.70 EUR,27090.00 EUR,2.03175 EUR,Buy
Market,"Jul. 23, 2021, 11:59 PM",Main Account,0.03000000 BTC,856.80 EUR,28560.00 EUR,4.28400 EUR,Sell
Market,"Jul. 25, 2021, 11:41 PM",Main Account,0.03000000 BTC,895.86 EUR,29862.00 EUR,4.47930 EUR,Sell
Market,"Jul. 26, 2021, 01:01 AM",Main Account,0.03000000 BTC,966.15 EUR,32205.00 EUR,4.83075 EUR,Sell
Market,"Jul. 26, 2021, 08:35 AM",Main Account,0.03000000 BTC,970.17 EUR,32338.99 EUR,4.85085 EUR,Buy
Market,"Jul. 26, 2021, 08:41 AM",Main Account,0.03000000 BTC,965.73 EUR,32191.00 EUR,4.82865 EUR,Buy
Market,"Jul. 26, 2021, 06:49 PM",Main Account,0.01840513 BTC,623.64 EUR,33884.00 EUR,1.55910 EUR,Sell
Market,"Jul. 26, 2021, 07:09 PM",Main Account,0.00262843 BTC,89.06 EUR,33884.00 EUR,0.22265 EUR,Sell
Market,"Jul. 26, 2021, 07:09 PM",Main Account,0.00896000 BTC,303.60 EUR,33884.00 EUR,0.75900 EUR,Sell
Market,"Jul. 26, 2021, 07:09 PM",Main Account,0.00000644 BTC,0.22 EUR,33884.00 EUR,0.00055 EUR,Sell
Market,"Jul. 26, 2021, 07:09 PM",Main Account,0.03000000 BTC,1021.86 EUR,34062.00 EUR,2.55465 EUR,Sell
Market,"Jul. 26, 2021, 07:15 PM",Main Account,0.03000000 BTC,1020.00 EUR,34000.00 EUR,2.55000 EUR,Buy
Market,"Jul. 26, 2021, 07:37 PM",Main Account,0.00147274 BTC,49.90 EUR,33884.00 EUR,0.12476 EUR,Buy
Market,"Jul. 26, 2021, 07:37 PM",Main Account,0.02852726 BTC,966.62 EUR,33884.00 EUR,2.41654 EUR,Buy
Market,"Jul. 26, 2021, 08:01 PM",Main Account,0.03000000 BTC,990.63 EUR,33021.00 EUR,2.47658 EUR,Buy
Market,"Jul. 26, 2021, 08:27 PM",Main Account,0.02999999 BTC,965.73 EUR,32191.00 EUR,2.41432 EUR,Buy
Market,"Jul. 26, 2021, 08:27 PM",Main Account,0.00000001 BTC,0.00 EUR,32191.00 EUR,,Buy
Market,"Jul. 26, 2021, 09:38 PM",Main Account,0.02999999 BTC,941.13 EUR,31371.00 EUR,2.35282 EUR,Buy
Market,"Jul. 26, 2021, 09:38 PM",Main Account,0.00000001 BTC,0.00 EUR,31371.00 EUR,,Buy
Market,"Jul. 27, 2021, 10:45 PM",Main Account,0.00714001 BTC,235.77 EUR,33021.00 EUR,0.58943 EUR,Sell
Market,"Jul. 27, 2021, 10:45 PM",Main Account,0.02285998 BTC,754.86 EUR,33021.00 EUR,1.88715 EUR,Sell
Market,"Jul. 27, 2021, 10:45 PM",Main Account,0.00000001 BTC,0.00 EUR,33021.00 EUR,,Sell
Market,"Jul. 28, 2021, 02:13 AM",Main Account,0.02999999 BTC,1016.52 EUR,33884.00 EUR,2.43965 EUR,Sell
Market,"Jul. 28, 2021, 02:13 AM",Main Account,0.00000001 BTC,0.00 EUR,33884.00 EUR,,Sell
Market,"Jul. 30, 2021, 08:51 PM",Main Account,0.03000000 BTC,1042.74 EUR,34758.00 EUR,2.60685 EUR,Sell
Market,"Jul. 31, 2021, 12:00 AM",Main Account,0.00147274 BTC,52.53 EUR,35666.00 EUR,0.13132 EUR,Sell
Market,"Jul. 31, 2021, 12:00 AM",Main Account,0.02852726 BTC,1017.45 EUR,35666.00 EUR,2.54363 EUR,Sell
Market,"Jul. 31, 2021, 08:01 AM",Main Account,0.02999999 BTC,1048.50 EUR,34950.00 EUR,2.51640 EUR,Buy
Market,"Jul. 31, 2021, 08:01 AM",Main Account,0.00000001 BTC,0.00 EUR,34950.00 EUR,,Buy
Market,"Jul. 31, 2021, 02:07 PM",Main Account,0.02825056 BTC,981.93 EUR,34758.00 EUR,2.35664 EUR,Buy
Market,"Jul. 31, 2021, 02:07 PM",Main Account,0.00174944 BTC,60.81 EUR,34758.00 EUR,0.14594 EUR,Buy
Market,"Aug. 01, 2021, 03:57 AM",Main Account,0.03000000 BTC,1073.64 EUR,35788.00 EUR,2.57674 EUR,Sell
Market,"Aug. 01, 2021, 10:36 PM",Main Account,0.03000000 BTC,1016.52 EUR,33884.00 EUR,2.43965 EUR,Buy
Market,"Aug. 02, 2021, 12:12 PM",Main Account,0.03000000 BTC,990.63 EUR,33021.00 EUR,2.37751 EUR,Buy
Market,"Aug. 03, 2021, 05:00 AM",Main Account,0.03000000 BTC,965.73 EUR,32191.00 EUR,2.31775 EUR,Buy
Market,"Aug. 05, 2021, 05:15 PM",Main Account,0.02939617 BTC,996.06 EUR,33884.00 EUR,2.39054 EUR,Sell
Market,"Aug. 05, 2021, 05:15 PM",Main Account,0.00060383 BTC,20.46 EUR,33884.00 EUR,0.04910 EUR,Sell
Market,"Aug. 05, 2021, 07:08 PM",Main Account,0.03000000 BTC,1042.74 EUR,34758.00 EUR,2.50258 EUR,Sell
Market,"Aug. 06, 2021, 03:58 PM",Main Account,0.03000000 BTC,1069.98 EUR,35666.00 EUR,2.56795 EUR,Sell
Market,"Aug. 06, 2021, 04:10 PM",Main Account,0.02261986 BTC,827.57 EUR,36586.00 EUR,1.98617 EUR,Sell
Market,"Aug. 06, 2021, 04:10 PM",Main Account,0.00563070 BTC,206.00 EUR,36586.00 EUR,0.49441 EUR,Sell
Market,"Aug. 06, 2021, 04:10 PM",Main Account,0.00174944 BTC,64.01 EUR,36586.00 EUR,0.15361 EUR,Sell
Market,"Aug. 06, 2021, 07:03 PM",Main Account,0.03000000 BTC,1092.54 EUR,36418.00 EUR,2.62210 EUR,Buy
Market,"Aug. 07, 2021, 12:05 PM",Main Account,0.02999999 BTC,1126.26 EUR,37542.00 EUR,2.70302 EUR,Sell
Market,"Aug. 07, 2021, 12:05 PM",Main Account,0.00000001 BTC,0.00 EUR,37542.00 EUR,,Sell
Market,"Aug. 08, 2021, 07:51 AM",Main Account,0.03000000 BTC,1145.10 EUR,38170.00 EUR,2.74824 EUR,Buy
Market,"Aug. 08, 2021, 10:42 AM",Main Account,0.02946156 BTC,1106.05 EUR,37542.00 EUR,2.65451 EUR,Buy
Market,"Aug. 08, 2021, 10:42 AM",Main Account,0.00053844 BTC,20.21 EUR,37542.00 EUR,0.04851 EUR,Buy
Market,"Aug. 09, 2021, 10:41 AM",Main Account,0.00503000 BTC,193.71 EUR,38510.00 EUR,0.46489 EUR,Sell
Market,"Aug. 09, 2021, 10:41 AM",Main Account,0.00069964 BTC,26.94 EUR,38510.00 EUR,0.06466 EUR,Sell
Market,"Aug. 09, 2021, 10:41 AM",Main Account,0.02427036 BTC,934.65 EUR,38510.00 EUR,2.24316 EUR,Sell
Market,"Aug. 09, 2021, 06:42 PM",Main Account,0.02946156 BTC,1164.23 EUR,39517.00 EUR,2.79416 EUR,Sell
Market,"Aug. 09, 2021, 06:42 PM",Main Account,0.00053843 BTC,21.28 EUR,39517.00 EUR,0.05107 EUR,Sell
Market,"Aug. 09, 2021, 06:42 PM",Main Account,0.00000001 BTC,0.00 EUR,39517.00 EUR,,Sell
Market,"Aug. 09, 2021, 10:55 PM",Main Account,0.00494319 BTC,194.27 EUR,39300.00 EUR,0.46624 EUR,Buy
Market,"Aug. 09, 2021, 10:55 PM",Main Account,0.02505000 BTC,984.46 EUR,39300.00 EUR,2.36272 EUR,Buy
Market,"Aug. 09, 2021, 10:55 PM",Main Account,0.00000681 BTC,0.27 EUR,39300.00 EUR,0.00064 EUR,Buy
Market,"Aug. 12, 2021, 02:57 PM",Main Account,0.00225900 BTC,84.81 EUR,37542.00 EUR,0.20354 EUR,Buy
Market,"Aug. 12, 2021, 02:57 PM",Main Account,0.02000000 BTC,750.84 EUR,37542.00 EUR,1.80202 EUR,Buy
Market,"Aug. 12, 2021, 02:57 PM",Main Account,0.00774100 BTC,290.61 EUR,37542.00 EUR,0.69747 EUR,Buy
Market,"Aug. 13, 2021, 09:08 AM",Main Account,0.00225900 BTC,89.27 EUR,39517.00 EUR,0.21425 EUR,Sell
Market,"Aug. 13, 2021, 09:08 AM",Main Account,0.01944880 BTC,768.56 EUR,39517.00 EUR,1.84454 EUR,Sell
Market,"Aug. 13, 2021, 09:08 AM",Main Account,0.00055120 BTC,21.78 EUR,39517.00 EUR,0.05228 EUR,Sell
Market,"Aug. 13, 2021, 09:08 AM",Main Account,0.00774100 BTC,305.90 EUR,39517.00 EUR,0.73416 EUR,Sell
Market,"Aug. 13, 2021, 08:16 PM",Main Account,0.03000000 BTC,1216.05 EUR,40535.00 EUR,2.91852 EUR,Sell
Market,"Aug. 13, 2021, 09:56 PM",Main Account,0.03000000 BTC,1209.00 EUR,40300.00 EUR,2.90160 EUR,Buy
Market,"Aug. 17, 2021, 12:25 AM",Main Account,0.03000000 BTC,1155.30 EUR,38510.00 EUR,2.77272 EUR,Buy
Market,"Aug. 20, 2021, 12:23 AM",Main Account,0.03000000 BTC,1216.05 EUR,40535.00 EUR,2.91852 EUR,Sell
Market,"Aug. 20, 2021, 07:06 AM",Main Account,0.01746562 BTC,704.74 EUR,40350.00 EUR,1.69137 EUR,Buy
Market,"Aug. 20, 2021, 07:06 AM",Main Account,0.01253438 BTC,505.76 EUR,40350.00 EUR,1.21383 EUR,Buy
Market,"Aug. 20, 2021, 02:46 PM",Main Account,0.00494319 BTC,205.62 EUR,41596.00 EUR,0.49348 EUR,Sell
Market,"Aug. 20, 2021, 02:46 PM",Main Account,0.02505000 BTC,1041.98 EUR,41596.00 EUR,2.50075 EUR,Sell
Market,"Aug. 20, 2021, 02:46 PM",Main Account,0.00000680 BTC,0.28 EUR,41596.00 EUR,0.00068 EUR,Sell
Market,"Aug. 20, 2021, 02:46 PM",Main Account,0.00000001 BTC,0.00 EUR,41596.00 EUR,,Sell
Market,"Aug. 21, 2021, 05:51 PM",Main Account,0.03000000 BTC,1280.01 EUR,42667.00 EUR,3.07202 EUR,Sell
Market,"Aug. 21, 2021, 05:51 PM",Main Account,0.01746562 BTC,745.21 EUR,42667.00 EUR,1.78849 EUR,Sell
Market,"Aug. 21, 2021, 05:51 PM",Main Account,0.01253438 BTC,534.80 EUR,42667.00 EUR,1.28353 EUR,Sell
Market,"Aug. 23, 2021, 07:15 AM",Main Account,0.03000000 BTC,1283.40 EUR,42780.00 EUR,3.08016 EUR,Buy
Market,"Aug. 23, 2021, 07:58 AM",Main Account,0.03000000 BTC,1280.01 EUR,42667.00 EUR,3.07202 EUR,Buy
Market,"Aug. 24, 2021, 01:14 AM",Main Account,0.03000000 BTC,1247.88 EUR,41596.00 EUR,2.99491 EUR,Buy
Market,"Aug. 24, 2021, 11:50 PM",Main Account,0.00800000 BTC,324.28 EUR,40535.00 EUR,0.77827 EUR,Buy
Market,"Aug. 24, 2021, 11:50 PM",Main Account,0.02200000 BTC,891.77 EUR,40535.00 EUR,2.14025 EUR,Buy
Market,"Aug. 26, 2021, 12:06 PM",Main Account,0.03000000 BTC,1185.51 EUR,39517.00 EUR,2.84522 EUR,Buy
Market,"Aug. 27, 2021, 08:39 PM",Main Account,0.02999999 BTC,1247.88 EUR,41596.00 EUR,2.99491 EUR,Sell
Market,"Aug. 27, 2021, 08:39 PM",Main Account,0.00000001 BTC,0.00 EUR,41596.00 EUR,,Sell
Market,"Sep. 01, 2021, 01:03 AM",Main Account,0.03000000 BTC,1185.51 EUR,39517.00 EUR,2.84522 EUR,Buy
Market,"Sep. 02, 2021, 01:32 AM",Main Account,0.03000000 BTC,1247.88 EUR,41596.00 EUR,2.99491 EUR,Sell
Market,"Sep. 03, 2021, 12:32 PM",Main Account,0.00800000 BTC,341.34 EUR,42667.00 EUR,0.81921 EUR,Sell
Market,"Sep. 03, 2021, 12:32 PM",Main Account,0.02200000 BTC,938.67 EUR,42667.00 EUR,2.25282 EUR,Sell
Market,"Sep. 06, 2021, 07:45 AM",Main Account,0.03000000 BTC,1313.52 EUR,43784.00 EUR,3.15245 EUR,Sell
Market,"Sep. 07, 2021, 02:59 PM",Main Account,0.03000000 BTC,1216.05 EUR,40535.00 EUR,2.91852 EUR,Buy
Market,"Sep. 07, 2021, 03:07 PM",Main Account,0.03000000 BTC,1185.51 EUR,39517.00 EUR,2.84522 EUR,Buy
Market,"Sep. 07, 2021, 03:07 PM",Main Account,0.01807358 BTC,696.01 EUR,38510.00 EUR,1.67043 EUR,Buy
Market,"Sep. 07, 2021, 03:08 PM",Main Account,0.01192642 BTC,459.29 EUR,38510.00 EUR,1.10229 EUR,Buy
Market,"Sep. 07, 2021, 03:08 PM",Main Account,0.03000000 BTC,1126.26 EUR,37542.00 EUR,2.70302 EUR,Buy
Market,"Sep. 07, 2021, 03:09 PM",Main Account,0.03000000 BTC,1097.58 EUR,36586.00 EUR,2.63419 EUR,Buy
Market,"Sep. 07, 2021, 03:12 PM",Main Account,0.03000000 BTC,1155.30 EUR,38510.00 EUR,2.77272 EUR,Sell
Market,"Sep. 07, 2021, 03:18 PM",Main Account,0.03000000 BTC,1185.51 EUR,39517.00 EUR,2.84522 EUR,Sell
Market,"Sep. 10, 2021, 09:53 PM",Main Account,0.03000000 BTC,1126.26 EUR,37542.00 EUR,2.70302 EUR,Buy
Market,"Sep. 13, 2021, 01:45 PM",Main Account,0.02910421 BTC,1150.11 EUR,39517.00 EUR,2.76027 EUR,Sell
Market,"Sep. 13, 2021, 01:45 PM",Main Account,0.00089579 BTC,35.40 EUR,39517.00 EUR,0.08496 EUR,Sell
Market,"Sep. 15, 2021, 02:08 PM",Main Account,0.00122733 BTC,49.75 EUR,40535.00 EUR,0.11940 EUR,Sell
Market,"Sep. 15, 2021, 02:08 PM",Main Account,0.00086515 BTC,35.07 EUR,40535.00 EUR,0.08417 EUR,Sell
Market,"Sep. 15, 2021, 02:10 PM",Main Account,0.01598110 BTC,647.79 EUR,40535.00 EUR,1.55471 EUR,Sell
Market,"Sep. 15, 2021, 02:10 PM",Main Account,0.01192642 BTC,483.44 EUR,40535.00 EUR,1.16025 EUR,Sell
Market,"Sep. 18, 2021, 08:36 AM",Main Account,0.00118000 BTC,49.08 EUR,41596.00 EUR,0.11780 EUR,Sell
Market,"Sep. 18, 2021, 08:40 AM",Main Account,0.02882000 BTC,1198.80 EUR,41596.00 EUR,2.87711 EUR,Sell
Market,"Sep. 20, 2021, 06:28 AM",Main Account,0.03000000 BTC,1170.00 EUR,39000.00 EUR,2.80800 EUR,Buy
Market,"Sep. 20, 2021, 07:34 AM",Main Account,0.03000000 BTC,1155.30 EUR,38510.00 EUR,2.77272 EUR,Buy
Market,"Sep. 20, 2021, 11:29 AM",Main Account,0.03000000 BTC,1126.26 EUR,37542.00 EUR,2.70302 EUR,Buy
Market,"Sep. 20, 2021, 12:34 PM",Main Account,0.03000000 BTC,1097.58 EUR,36586.00 EUR,2.63419 EUR,Buy
Market,"Sep. 21, 2021, 12:13 AM",Main Account,0.03000000 BTC,1069.98 EUR,35666.00 EUR,2.56795 EUR,Buy
Market,"Sep. 21, 2021, 12:22 AM",Main Account,0.03000000 BTC,1042.74 EUR,34758.00 EUR,2.50258 EUR,Buy
Market,"Sep. 21, 2021, 02:48 AM",Main Account,0.03000000 BTC,1097.58 EUR,36586.00 EUR,2.63419 EUR,Sell
Market,"Sep. 21, 2021, 09:18 PM",Main Account,0.03000000 BTC,1016.52 EUR,33884.00 EUR,2.43965 EUR,Buy
Market,"Sep. 21, 2021, 09:45 PM",Main Account,0.03000000 BTC,1069.98 EUR,35666.00 EUR,2.56795 EUR,Sell
Market,"Sep. 23, 2021, 03:20 AM",Main Account,0.03000000 BTC,1126.26 EUR,37542.00 EUR,2.70302 EUR,Sell
Market,"Sep. 24, 2021, 11:04 AM",Main Account,0.03000000 BTC,1069.98 EUR,35666.00 EUR,2.56795 EUR,Buy
Market,"Sep. 24, 2021, 11:18 AM",Main Account,0.03000000 BTC,1042.74 EUR,34758.00 EUR,2.50258 EUR,Buy
Market,"Sep. 24, 2021, 08:37 PM",Main Account,0.03000000 BTC,1097.58 EUR,36586.00 EUR,2.63419 EUR,Sell
Market,"Sep. 27, 2021, 12:59 AM",Main Account,0.03000000 BTC,1126.26 EUR,37542.00 EUR,2.70302 EUR,Sell
Market,"Sep. 28, 2021, 07:54 AM",Main Account,0.00130482 BTC,46.54 EUR,35666.00 EUR,0.11169 EUR,Buy
Market,"Sep. 28, 2021, 07:54 AM",Main Account,0.02032678 BTC,724.97 EUR,35666.00 EUR,1.73994 EUR,Buy
Market,"Sep. 28, 2021, 07:54 AM",Main Account,0.00836840 BTC,298.47 EUR,35666.00 EUR,0.71632 EUR,Buy
Market,"Sep. 30, 2021, 03:57 AM",Main Account,0.00130482 BTC,48.99 EUR,37542.00 EUR,0.11757 EUR,Sell
Market,"Sep. 30, 2021, 03:57 AM",Main Account,0.02032678 BTC,763.11 EUR,37542.00 EUR,1.83146 EUR,Sell
Market,"Sep. 30, 2021, 03:57 AM",Main Account,0.00836840 BTC,314.17 EUR,37542.00 EUR,0.75400 EUR,Sell
Market,"Oct. 01, 2021, 07:21 AM",Main Account,0.03000000 BTC,1155.30 EUR,38510.00 EUR,2.77272 EUR,Sell
Market,"Oct. 01, 2021, 10:28 AM",Main Account,0.03000000 BTC,1185.51 EUR,39517.00 EUR,2.84522 EUR,Sell
Market,"Oct. 01, 2021, 10:32 AM",Main Account,0.03000000 BTC,1216.05 EUR,40535.00 EUR,2.91852 EUR,Sell
Market,"Oct. 01, 2021, 11:48 AM",Main Account,0.03000000 BTC,1228.80 EUR,40960.00 EUR,2.94912 EUR,Buy
Market,"Oct. 01, 2021, 09:02 PM",Main Account,0.03000000 BTC,1247.88 EUR,41596.00 EUR,2.99491 EUR,Sell
Market,"Oct. 05, 2021, 12:41 AM",Main Account,0.03000000 BTC,1280.01 EUR,42667.00 EUR,3.07202 EUR,Sell
Market,"Oct. 05, 2021, 07:02 PM",Main Account,0.03000000 BTC,1313.52 EUR,43784.00 EUR,3.15245 EUR,Sell
Market,"Oct. 05, 2021, 08:37 PM",Main Account,0.03000000 BTC,1327.50 EUR,44250.00 EUR,3.18600 EUR,Buy
Market,"Oct. 06, 2021, 12:21 PM",Main Account,0.00650067 BTC,291.95 EUR,44911.00 EUR,0.70068 EUR,Sell
Market,"Oct. 06, 2021, 12:21 PM",Main Account,0.02349933 BTC,1055.38 EUR,44911.00 EUR,2.53291 EUR,Sell
Market,"Oct. 06, 2021, 01:11 PM",Main Account,0.03000000 BTC,1382.61 EUR,46087.00 EUR,3.31826 EUR,Sell
Market,"Oct. 06, 2021, 01:13 PM",Main Account,0.03000000 BTC,1418.19 EUR,47273.00 EUR,3.40366 EUR,Sell
Market,"Oct. 06, 2021, 05:10 PM",Main Account,0.03000000 BTC,1417.50 EUR,47250.00 EUR,3.40200 EUR,Buy
Market,"Oct. 06, 2021, 05:10 PM",Main Account,0.03000000 BTC,1416.64 EUR,47221.20 EUR,3.39993 EUR,Buy
Market,"Oct. 06, 2021, 05:13 PM",Main Account,0.01238803 BTC,584.72 EUR,47200.00 EUR,1.40332 EUR,Buy
Market,"Oct. 06, 2021, 05:13 PM",Main Account,0.00238111 BTC,112.39 EUR,47200.00 EUR,0.26973 EUR,Buy
Market,"Oct. 06, 2021, 05:13 PM",Main Account,0.01000000 BTC,472.00 EUR,47200.00 EUR,1.13280 EUR,Buy
Market,"Oct. 06, 2021, 05:13 PM",Main Account,0.00114363 BTC,53.98 EUR,47200.00 EUR,0.12955 EUR,Buy
Market,"Oct. 06, 2021, 05:13 PM",Main Account,0.00268835 BTC,126.89 EUR,47200.00 EUR,0.30454 EUR,Buy
Market,"Oct. 06, 2021, 05:13 PM",Main Account,0.00139888 BTC,66.03 EUR,47200.00 EUR,0.15847 EUR,Buy
Market,"Oct. 11, 2021, 06:49 AM",Main Account,0.03000000 BTC,1466.76 EUR,48892.00 EUR,3.52022 EUR,Buy
Market,"Oct. 11, 2021, 04:12 PM",Main Account,0.00180878 BTC,90.00 EUR,49759.00 EUR,0.21601 EUR,Sell
Market,"Oct. 11, 2021, 04:12 PM",Main Account,0.02819121 BTC,1402.77 EUR,49759.00 EUR,3.36664 EUR,Sell
Market,"Oct. 11, 2021, 04:12 PM",Main Account,0.00000001 BTC,0.00 EUR,49759.00 EUR,,Sell
Market,"Oct. 12, 2021, 08:07 PM",Main Account,0.00835241 BTC,394.84 EUR,47273.00 EUR,0.94762 EUR,Buy
Market,"Oct. 12, 2021, 08:07 PM",Main Account,0.02164759 BTC,1023.35 EUR,47273.00 EUR,2.45603 EUR,Buy
Market,"Oct. 13, 2021, 10:04 PM",Main Account,0.00835241 BTC,415.61 EUR,49759.00 EUR,0.99746 EUR,Sell
Market,"Oct. 13, 2021, 10:04 PM",Main Account,0.02164759 BTC,1077.16 EUR,49759.00 EUR,2.58519 EUR,Sell
Market,"Oct. 15, 2021, 02:55 AM",Main Account,0.01238803 BTC,632.56 EUR,51062.00 EUR,1.51814 EUR,Sell
Market,"Oct. 15, 2021, 02:55 AM",Main Account,0.00238111 BTC,121.58 EUR,51062.00 EUR,0.29180 EUR,Sell
Market,"Oct. 15, 2021, 02:55 AM",Main Account,0.01000000 BTC,510.62 EUR,51062.00 EUR,1.22549 EUR,Sell
Market,"Oct. 15, 2021, 02:55 AM",Main Account,0.00114363 BTC,58.40 EUR,51062.00 EUR,0.14015 EUR,Sell
Market,"Oct. 15, 2021, 02:55 AM",Main Account,0.00268835 BTC,137.27 EUR,51062.00 EUR,0.32945 EUR,Sell
Market,"Oct. 15, 2021, 02:55 AM",Main Account,0.00139888 BTC,71.43 EUR,51062.00 EUR,0.17143 EUR,Sell
Market,"Oct. 15, 2021, 07:53 AM",Main Account,0.03000000 BTC,1531.80 EUR,51060.00 EUR,3.67632 EUR,Buy
Market,"Oct. 15, 2021, 04:31 PM",Main Account,0.03000000 BTC,1571.28 EUR,52376.00 EUR,3.77107 EUR,Sell
Market,"Oct. 15, 2021, 04:43 PM",Main Account,0.03000000 BTC,1586.97 EUR,52899.00 EUR,3.80873 EUR,Sell
Market,"Oct. 15, 2021, 08:24 PM",Main Account,0.03000000 BTC,1612.44 EUR,53748.00 EUR,3.86986 EUR,Sell
